"","gdenr","gemeinde_d","value","pct_gde","top_names_table"
"31",38,"Rheinau",18,1.39,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 18 $/td£  $td£ 1.39% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Reutemann $/td£ $td£ 17 $/td£  $td£ 1.31% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Aregger $/td£ $td£ 14 $/td£  $td£ 1.08% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 12 $/td£  $td£ 0.93% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Fischer $/td£ $td£ 11 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schmid $/td£ $td£ 11 $/td£  $td£ 0.85% $/td£ $/tr£¢ $/table£"
"32",39,"Thalheim an der Thur",16,1.64,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Frei $/td£ $td£ 16 $/td£  $td£ 1.64% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Eckhardt $/td£ $td£ 13 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 13 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Widmer $/td£ $td£ 12 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schleuss $/td£ $td£ 11 $/td£  $td£ 1.13% $/td£ $/tr£¢ $/table£"
"33",40,"Trüllikon",30,2.83,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 30 $/td£  $td£ 2.83% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Peter $/td£ $td£ 29 $/td£  $td£ 2.74% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rüeger $/td£ $td£ 19 $/td£  $td£ 1.79% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Monhart $/td£ $td£ 13 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Frei $/td£ $td£ 12 $/td£  $td£ 1.13% $/td£ $/tr£¢ $/table£"
"34",41,"Truttikon",13,2.88,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 13 $/td£  $td£ 2.88% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Reutemann $/td£ $td£ 13 $/td£  $td£ 2.88% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schär $/td£ $td£ 11 $/td£  $td£ 2.44% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bucher $/td£ $td£ 9 $/td£  $td£ 2% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Monhart $/td£ $td£ 7 $/td£  $td£ 1.55% $/td£ $/tr£¢ $/table£"
"35",43,"Volken",34,8.67,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 34 $/td£  $td£ 8.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Erb $/td£ $td£ 23 $/td£  $td£ 5.87% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 11 $/td£  $td£ 2.81% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Saller $/td£ $td£ 11 $/td£  $td£ 2.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 8 $/td£  $td£ 2.04% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ritzmann $/td£ $td£ 8 $/td£  $td£ 2.04% $/td£ $/tr£¢ $/table£"
"36",51,"Bachenbülach",50,1.18,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 50 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Maag $/td£ $td£ 40 $/td£  $td£ 0.95% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 35 $/td£  $td£ 0.83% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hiltebrand $/td£ $td£ 28 $/td£  $td£ 0.66% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Utzinger $/td£ $td£ 28 $/td£  $td£ 0.66% $/td£ $/tr£¢ $/table£"
"37",52,"Bassersdorf",89,0.74,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 89 $/td£  $td£ 0.74% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 73 $/td£  $td£ 0.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brunner $/td£ $td£ 72 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 59 $/td£  $td£ 0.49% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Huber $/td£ $td£ 45 $/td£  $td£ 0.38% $/td£ $/tr£¢ $/table£"
"38",53,"Bülach",306,1.38,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 306 $/td£  $td£ 1.38% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 147 $/td£  $td£ 0.66% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 78 $/td£  $td£ 0.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 69 $/td£  $td£ 0.31% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Maag $/td£ $td£ 64 $/td£  $td£ 0.29% $/td£ $/tr£¢ $/table£"
"39",54,"Dietlikon",44,0.56,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 44 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 43 $/td£  $td£ 0.55% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 42 $/td£  $td£ 0.53% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 39 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Huber $/td£ $td£ 35 $/td£  $td£ 0.44% $/td£ $/tr£¢ $/table£"
"40",55,"Eglisau",66,1.2,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 66 $/td£  $td£ 1.2% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 38 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 32 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gantner $/td£ $td£ 28 $/td£  $td£ 0.51% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schneider $/td£ $td£ 26 $/td£  $td£ 0.47% $/td£ $/tr£¢ $/table£"
"41",56,"Embrach",87,0.88,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 87 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 58 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keller $/td£ $td£ 53 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 42 $/td£  $td£ 0.43% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Weidmann $/td£ $td£ 42 $/td£  $td£ 0.43% $/td£ $/tr£¢ $/table£"
"42",57,"Freienstein-Teufen",67,2.8,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Lienhard $/td£ $td£ 67 $/td£  $td£ 2.8% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 52 $/td£  $td£ 2.17% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schneider $/td£ $td£ 34 $/td£  $td£ 1.42% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fritschi $/td£ $td£ 25 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bühler $/td£ $td£ 21 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 21 $/td£  $td£ 0.88% $/td£ $/tr£¢ $/table£"
"43",58,"Glattfelden",64,1.2,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 64 $/td£  $td£ 1.2% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 54 $/td£  $td£ 1.01% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 45 $/td£  $td£ 0.84% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 43 $/td£  $td£ 0.8% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Suter $/td£ $td£ 24 $/td£  $td£ 0.45% $/td£ $/tr£¢ $/table£"
"44",59,"Hochfelden",26,1.29,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 26 $/td£  $td£ 1.29% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Schmid $/td£ $td£ 26 $/td£  $td£ 1.29% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 22 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Heidelberger $/td£ $td£ 19 $/td£  $td£ 0.94% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 18 $/td£  $td£ 0.89% $/td£ $/tr£¢ $/table£"
"45",60,"Höri",27,0.89,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Huber $/td£ $td£ 27 $/td£  $td£ 0.89% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 22 $/td£  $td£ 0.73% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Maag $/td£ $td£ 20 $/td£  $td£ 0.66% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Iseni $/td£ $td£ 19 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 18 $/td£  $td£ 0.59% $/td£ $/tr£¢ $/table£"
"46",61,"Hüntwangen",40,3.7,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 40 $/td£  $td£ 3.7% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Demuth $/td£ $td£ 16 $/td£  $td£ 1.48% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sigrist $/td£ $td£ 14 $/td£  $td£ 1.3% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 12 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rutschmann $/td£ $td£ 12 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Spühler $/td£ $td£ 12 $/td£  $td£ 1.11% $/td£ $/tr£¢ $/table£"
"47",62,"Kloten",120,0.58,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 120 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 112 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 72 $/td£  $td£ 0.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Huber $/td£ $td£ 57 $/td£  $td£ 0.27% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 57 $/td£  $td£ 0.27% $/td£ $/tr£¢ $/table£"
"48",63,"Lufingen",23,0.88,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 23 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 23 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Krebser $/td£ $td£ 22 $/td£  $td£ 0.84% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Idrizi $/td£ $td£ 19 $/td£  $td£ 0.73% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Wagner $/td£ $td£ 18 $/td£  $td£ 0.69% $/td£ $/tr£¢ $/table£"
"49",64,"Nürensdorf",63,1.1,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 63 $/td£  $td£ 1.1% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 55 $/td£  $td£ 0.96% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brunner $/td£ $td£ 41 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 34 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Baumgartner $/td£ $td£ 30 $/td£  $td£ 0.52% $/td£ $/tr£¢ $/table£"
"50",65,"Oberembrach",30,2.76,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brunner $/td£ $td£ 30 $/td£  $td£ 2.76% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 29 $/td£  $td£ 2.67% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bosshard $/td£ $td£ 18 $/td£  $td£ 1.66% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Huber $/td£ $td£ 18 $/td£  $td£ 1.66% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Burri $/td£ $td£ 11 $/td£  $td£ 1.01% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Leisi $/td£ $td£ 11 $/td£  $td£ 1.01% $/td£ $/tr£¢ $/table£"
"51",66,"Opfikon",91,0.43,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Krasniqi $/td£ $td£ 91 $/td£  $td£ 0.43% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 79 $/td£  $td£ 0.38% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bajrami $/td£ $td£ 71 $/td£  $td£ 0.34% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gashi $/td£ $td£ 62 $/td£  $td£ 0.29% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 55 $/td£  $td£ 0.26% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Shala $/td£ $td£ 55 $/td£  $td£ 0.26% $/td£ $/tr£¢ $/table£"
"52",67,"Rafz",96,2.05,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Neukom $/td£ $td£ 96 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schweizer $/td£ $td£ 90 $/td£  $td£ 1.93% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sigrist $/td£ $td£ 84 $/td£  $td£ 1.8% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Baur $/td£ $td£ 66 $/td£  $td£ 1.41% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Graf $/td£ $td£ 62 $/td£  $td£ 1.33% $/td£ $/tr£¢ $/table£"
"53",68,"Rorbas",30,1.03,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 30 $/td£  $td£ 1.03% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 27 $/td£  $td£ 0.93% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ da Silva $/td£ $td£ 21 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keller $/td£ $td£ 21 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schneider $/td£ $td£ 20 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Shabani $/td£ $td£ 20 $/td£  $td£ 0.69% $/td£ $/tr£¢ $/table£"
"54",69,"Wallisellen",116,0.67,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 116 $/td£  $td£ 0.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 98 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keller $/td£ $td£ 66 $/td£  $td£ 0.38% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Huber $/td£ $td£ 60 $/td£  $td£ 0.35% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schmid $/td£ $td£ 56 $/td£  $td£ 0.32% $/td£ $/tr£¢ $/table£"
"55",70,"Wasterkingen",46,7.85,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Spühler $/td£ $td£ 46 $/td£  $td£ 7.85% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 10 $/td£  $td£ 1.71% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bernarda $/td£ $td£ 9 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Huwiler $/td£ $td£ 7 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Reimann $/td£ $td£ 7 $/td£  $td£ 1.19% $/td£ $/tr£¢ $/table£"
"56",71,"Wil ZH",69,4.55,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Angst $/td£ $td£ 69 $/td£  $td£ 4.55% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rüeger $/td£ $td£ 44 $/td£  $td£ 2.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Heller $/td£ $td£ 41 $/td£  $td£ 2.71% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 36 $/td£  $td£ 2.38% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Siegrist $/td£ $td£ 28 $/td£  $td£ 1.85% $/td£ $/tr£¢ $/table£"
"57",72,"Winkel",80,1.65,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 80 $/td£  $td£ 1.65% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schellenberg $/td£ $td£ 47 $/td£  $td£ 0.97% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 26 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 25 $/td£  $td£ 0.52% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Frei $/td£ $td£ 22 $/td£  $td£ 0.45% $/td£ $/tr£¢ $/table£"
"58",81,"Bachs",17,2.69,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 17 $/td£  $td£ 2.69% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schütz $/td£ $td£ 13 $/td£  $td£ 2.06% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Lang $/td£ $td£ 12 $/td£  $td£ 1.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ruder $/td£ $td£ 12 $/td£  $td£ 1.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wirth $/td£ $td£ 12 $/td£  $td£ 1.9% $/td£ $/tr£¢ $/table£"
"59",82,"Boppelsen",27,1.85,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Mäder $/td£ $td£ 27 $/td£  $td£ 1.85% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gassmann $/td£ $td£ 21 $/td£  $td£ 1.44% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 21 $/td£  $td£ 1.44% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schlatter $/td£ $td£ 18 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 15 $/td£  $td£ 1.03% $/td£ $/tr£¢ $/table£"
"60",83,"Buchs ZH",73,1.11,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 73 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 47 $/td£  $td£ 0.71% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 43 $/td£  $td£ 0.65% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 35 $/td£  $td£ 0.53% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Steiner $/td£ $td£ 27 $/td£  $td£ 0.41% $/td£ $/tr£¢ $/table£"
"61",84,"Dällikon",64,1.49,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 64 $/td£  $td£ 1.49% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ da Silva $/td£ $td£ 24 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Krasniqi $/td£ $td£ 24 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pinto $/td£ $td£ 20 $/td£  $td£ 0.47% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schmid $/td£ $td£ 19 $/td£  $td£ 0.44% $/td£ $/tr£¢ $/table£"
